x y z r g b
0.678955 -5.243881 7.978750 129 168 95
0.974168 -5.411580 8.007692 143 178 112
1.106936 -3.949443 7.742866 125 168 51
1.190086 -5.042149 8.245164 130 170 83
1.597250 -5.094193 8.417786 136 174 96
1.351456 -4.643726 8.224915 132 173 76
1.748980 -6.004478 8.833634 138 174 106
1.032907 -4.230238 8.047634 133 175 56
0.619327 -4.376715 7.913282 126 166 63
0.803595 -4.999141 8.261773 123 164 81
1.493524 -5.545350 8.810314 156 182 139
1.015298 -5.650780 8.280800 142 178 108
0.878143 -5.685476 8.197805 132 168 101
1.421757 -4.839211 8.468037 129 169 85
0.840404 -5.605457 7.907017 132 169 87
2.033254 -5.418803 8.372566 141 171 98
1.441249 -4.713151 8.447907 137 172 92
1.451349 -5.868287 8.444132 128 168 101
1.023267 -5.495775 8.212953 136 173 100
1.796326 -4.522531 8.373584 173 186 148
1.620312 -5.193097 8.764632 159 173 139
0.792795 -4.859171 8.496501 121 166 93
0.589478 -5.278281 8.703109 127 168 105
0.963457 -5.680522 8.019722 139 171 106
0.471589 -4.973607 7.646328 141 180 96
1.222386 -4.724450 8.060204 126 168 77
0.558542 -5.481150 8.485895 137 172 106
1.664498 -5.937547 8.369797 129 169 99
1.935797 -5.599889 8.198985 139 176 110
1.589727 -5.067920 8.679028 164 177 143
0.658186 -4.759924 8.384557 121 164 90
1.495978 -4.343306 8.121962 158 189 80
1.398484 -5.709974 8.486304 133 172 96
1.407215 -3.952359 7.986454 172 183 119
0.630017 -5.097695 7.920115 134 169 98
0.824680 -5.233444 8.657310 124 168 95
0.630631 -5.516327 7.934806 131 167 75
0.643388 -4.844797 8.407238 122 165 90
1.228956 -4.106387 8.071370 166 189 77
0.697956 -5.996186 8.435300 133 168 75
1.532133 -6.120979 8.915414 137 172 108
0.799150 -5.043046 8.042695 135 173 88
0.791625 -5.601479 8.484151 141 177 115
1.214368 -4.839923 7.947583 134 176 109
0.775938 -3.873022 7.644414 128 171 49
0.577324 -4.690958 7.582796 140 177 105
1.285803 -5.473036 8.377759 141 177 84
1.213330 -4.532536 8.169416 140 180 70
1.631395 -5.265059 8.508683 148 184 98
2.060335 -5.270779 8.327659 143 177 52
1.870716 -6.175615 8.333701 127 168 98
-1.655950 3.469149 7.968140 133 157 101
1.195140 -3.469423 7.197949 135 169 45
0.613664 -4.601357 8.004863 122 163 78
1.604228 -5.552267 8.636937 146 180 110
1.880839 -4.587867 8.458896 154 156 138
0.596610 -4.260424 7.637827 122 162 80
1.103664 -4.833006 8.120960 128 170 72
1.241719 -4.183672 8.101768 163 193 60
1.102846 -4.514530 7.810699 142 179 59
1.157721 -5.470873 8.279927 135 172 88
1.902740 -6.183519 8.361647 128 168 99
0.451751 -4.712673 7.675953 137 172 96
1.526346 -4.973566 8.310215 130 172 90
1.120269 -4.178069 8.153349 166 191 79
0.584363 -4.876195 7.901296 133 173 103
0.716094 -5.083993 8.137424 135 173 102
0.345416 -5.924316 8.547489 133 173 51
0.757474 -5.340696 7.972864 129 168 94
0.662905 -4.702538 7.503754 141 177 107
-1.555605 2.761809 7.653198 109 160 93
-2.584835 1.924225 7.088841 133 166 52
-2.044885 2.969641 7.291779 134 176 66
-1.995972 2.777327 7.315110 120 166 78
-1.780137 3.353849 7.887353 123 163 101
-2.348177 3.120882 7.637460 123 166 87
-2.607635 2.395799 7.212619 127 167 67
-2.810414 2.950651 7.093595 126 167 85
-2.732202 2.253722 7.252768 128 160 68
-2.213834 3.463812 7.669638 117 161 77
-1.979861 2.943180 7.477283 122 163 85
-2.380090 2.690874 7.017484 129 166 77
-2.669465 1.767814 6.909772 140 167 47
-2.094278 3.452447 7.863803 121 165 94
-2.549866 3.107182 7.641773 122 166 85
-2.141894 3.065767 7.415245 135 176 75
-2.049963 3.373512 7.813002 116 164 92
-2.563238 2.854285 7.154651 125 167 81
-2.584152 2.147303 7.097627 126 166 59
-2.200208 3.384658 7.653946 117 162 78
-1.861764 3.188433 7.723367 113 166 92
-1.774711 2.950992 7.615942 107 158 88
-2.350534 2.522913 7.069882 124 167 64
-2.372354 3.523198 8.105825 188 190 158
-2.446366 2.738242 7.329716 123 165 74
-2.161305 3.192376 7.684297 118 163 83
-2.292053 3.485754 7.676307 120 162 76
-2.307023 3.272604 7.454872 128 166 87
-2.803466 2.940437 7.706880 133 167 95
-2.706895 2.222919 7.215062 129 163 66
-2.701310 2.863102 7.166743 124 166 79
-2.371725 3.434958 8.154461 218 213 184
-2.653192 3.754495 7.787131 125 160 94
-2.303659 2.542857 7.155552 121 167 64
-2.480885 2.980037 7.125563 130 168 91
